1	48438911657	221.51
1	49340004708	86.12
1	49318045704	89.63
1	49434987367	84.59
1	48591989484	194.32
1	49636573004	88.91
1	49391118415	79.35
1	48243065541	184.42
1	48675840141	182.06
1	446793574275	111.19
1	442785113193	120.77
1	49428639515	83.23
1	444682031593	96.79
1	48555450293	172.13
1	445470364630	119.66
1	49305222778	84.97
1	446635975879	96.57
1	49246736953	85.49
1	48682823635	180.89
1	48317164522	214.50
1	49182352597	76.39
1	49503477814	86.95
1	445096211195	89.72
1	33439944755	29.09
1	48406479429	196.21
1	48584018303	204.70
1	48132361377	198.40
1	444057990452	93.33
1	48320360338	185.25
1	33514447029	28.65
1	445627879263	103.19
1	446576641992	116.04
1	48467633451	231.37
1	446096278925	118.01
1	49123036280	84.09
1	48477196024	222.59
1	49361446181	89.65
1	392632676380	99.47
1	33250715660	29.47
1	444136922714	87.20
1	393478356568	110.54
1	442157081646	118.16
1	442182699564	106.82
1	48127376744	208.40
1	48417508245	186.07
1	48240163806	232.02
1	48633550903	164.75
1	443106829656	84.30
1	48691666313	277.54
1	395630175497	97.93
1	49426402983	85.50
1	48678265437	237.91
1	48304192691	202.03
1	48481996286	273.44
1	48249000707	230.06
1	48616278107	188.92
1	49402905642	92.62
1	443696194614	114.50
1	49385136520	83.87
1	48413740017	232.54
1	49199723616	77.72
1	48259106221	192.39
1	48132020464	253.00
1	49501416725	84.54
1	395201773683	111.47
1	391829997181	139.45
1	48471420443	232.46
1	392380262746	132.30
1	441764390473	122.34
1	445629075512	121.46
1	48506794349	201.19
1	442874357015	90.78
1	49221031475	86.39
1	444402352586	130.60
2	49653705631	90.88
2	49269909334	90.91
2	48484096584	168.40
2	392200559862	126.93
2	396463538699	89.08
2	444583723407	90.27
2	48423957459	220.53
2	48553053555	181.02
2	48429858467	184.41
2	48267540943	171.21
2	49598440963	87.81
2	33146386062	30.84
2	49605937723	82.59
2	48655477787	220.57
2	48526304434	215.35
2	48259890311	214.35
2	48515573292	183.72
2	49199333011	92.33
2	49647834879	87.92
2	49457321590	94.82
2	48485196890	236.30
2	48180942572	224.83
2	48589878794	194.89
2	33199390944	31.31
2	49150018010	86.65
2	444236105656	114.43
2	48400053000	157.86
2	33289662582	27.86
2	49478151522	77.95
2	48211234070	173.87
2	49562375884	87.67
2	49265668275	85.09
2	443394343239	94.44
2	49227639774	82.51
2	48665558222	207.82
2	441927839855	119.28
2	48493904557	179.07
2	48231258508	228.80
2	49659316805	87.13
2	445675333218	96.21
2	392269418271	163.97
2	445978709754	126.13
2	48244659593	221.41
2	441930430174	128.03
2	48634344713	183.64
2	395347793954	149.05
2	48275471162	210.04
2	33466771127	30.39
2	48375461322	219.15
2	445544875365	132.68
2	49197910678	78.02
2	442641417815	125.79
2	391833784853	125.62
2	49178325173	77.36
2	442679661719	88.99
2	49531088013	82.99
2	396867576179	115.41
2	48207313743	196.59
2	444320546292	81.93
2	48431952788	230.16
2	48334066866	151.50
2	48412099957	276.03
2	48317078602	179.74
2	33119762149	30.30
2	49229998492	84.30
2	442012407168	102.04
2	48405140199	157.58
2	33682794169	29.61
2	445029472873	124.61
2	442516566540	121.28
2	48158430649	188.35
2	396631704862	133.29
2	394362154120	112.33
2	48260634694	159.31
2	48391732652	209.00
2	48334417895	215.43
3	48490640933	256.71
3	442175258029	94.69
3	48248499343	200.95
3	394974183993	120.03
3	48334263286	199.69
3	48574540185	239.37
3	48279173358	235.69
3	48284928494	147.58
3	49318978925	82.48
3	48180130748	195.22
3	443188706820	74.80
3	33658342499	27.06
3	444188685535	129.31
3	445230210273	115.68
3	49362441397	87.75
3	48243959966	182.90
3	48630864228	208.01
3	33570755983	28.83
3	394079513827	132.50
3	48683452176	203.90
3	48608816267	215.08
3	48437687378	186.50
3	49651315095	83.02
3	395030225199	120.75
3	48325029124	188.38
3	392810485288	123.31
3	48542879130	210.08
3	48143428237	207.11
3	49462980080	70.18
3	395983031317	127.63
3	48288805049	218.41
3	49238732896	80.11
3	48380764818	195.46
3	48685102843	115.73
3	48366286425	186.54
3	48550300516	181.85
3	444773468234	101.17
3	48594154448	214.62
3	393930392008	162.06
3	48523268716	199.32
3	395110974332	176.70
3	48120040151	180.35
3	48242767193	224.93
3	49341460847	82.03
3	33214041375	29.06
3	49375040660	88.31
3	49549887282	78.86
3	48596443779	194.57
3	48650467324	223.76
3	49679696556	80.74
3	442864192706	121.79
3	48500875700	195.10
3	49282176134	89.82
3	48600871226	200.68
3	48210210617	251.24
3	49230534690	80.19
3	391941404571	142.29
4	443683435459	86.90
4	48381832225	154.30
4	49626848020	86.00
4	33170124518	30.26
4	33488401578	30.26
4	49393537678	90.42
4	395354533679	124.55
4	442965963912	89.98
4	48498919954	128.35
4	392316916501	131.21
4	33235264934	31.62
4	442634572254	78.01
4	49385020941	87.70
4	49595643314	85.89
4	48254580778	245.71
4	48504601707	190.49
4	444152698805	101.45
4	48570529200	217.05
4	49579090319	84.36
4	33667432078	31.27
4	442753513418	103.66
4	395693092252	109.07
4	33536194497	28.63
4	441403169515	108.68
4	48543460164	190.04
4	48507329725	140.48
4	48130083872	186.03
4	49401932873	80.34
4	48273189284	221.53
4	33205192594	31.50
4	49166948703	84.29
4	394426399669	124.55
4	442050928722	127.91
4	49173450413	82.53
4	391908400849	133.97
4	48291184170	175.99
4	48261999825	174.43
4	48588706257	197.05
4	49334716163	89.92
4	49447263972	85.15
4	48571173952	139.51
4	49333418755	87.58
4	48521432317	240.01
4	33500228104	28.61
4	49605425018	80.48
4	48667122384	178.61
4	442387626708	108.16
4	48338479955	170.69
4	444461967006	140.74
4	49676785015	74.28
